Unnamed: 0,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
3402,507076,fr,Climax,0.005000848333652767,2018-09-19,0.7473684210526315,1415,"['Horror', 'Drama', 'Music']",Young dancers gather in a remote and empty school building to rehearse on a cold and wintry night. The all-night celebration soon turns into a hallucinatory nightmare when they learn that their sangria is laced with LSD.,0.0,97.0,Birth and death are extraordinary experiences. Life is a fleeting pleasure.
3403,487670,en,The Death of Superman,0.007828627176211467,2018-08-28,0.7999999999999999,459,"['Science Fiction', 'Animation', 'Action', 'Drama']","When a hulking monster arrives on Earth and begins a mindless rampage, the Justice League is quickly called in to stop it. But it soon becomes apparent that only Superman can stand against the monstrosity.",0.0,81.0,Witness the day Metropolis stood still
3404,382602,ja,貞子vs伽椰子,0.006175947541560494,2016-06-18,0.5684210526315789,153,['Horror'],"A girl, Yūri Kurahashi, after watching a cursed videotape together with her friend in a haunted house, becomes trapped in a conflict between the two murderous ghosts: Sadako Yamamura and Kayako Saeki",0.07550349091816864,98.0,Who will win this curse!?
3405,649524,en,Behind the Trees,0.005589183431729563,2019-11-21,0.5894736842105263,33,"['Horror', 'Thriller', 'Mystery']","While on a romantic getaway in the Indian wilderness, a couple from Los Angeles accidentally witnesses the haunting exorcism of an 11-year old girl. They decide to rescue her.",0.0,98.0,Be careful who you help.
3406,425001,en,The War with Grandpa,0.005599002108266225,2020-08-27,0.6842105263157894,631,"['Comedy', 'Family']","Peter is thrilled that his Grandpa is coming to live with his family. That is, until Grandpa moves into Peter's room, forcing him upstairs into the creepy attic. And though he loves his Grandpa, he wants his room back - so he has no choice but to declare war.",0.1365428001726068,98.0,Old school vs new cool
3407,219247,en,Zombie Night,0.006181053253359558,2013-10-08,0.39999999999999997,59,['Horror'],Zombies come out at night and two families must survive until morning.,0.0,88.0,"Tonight, at sundown... the dead will rise again"
3409,203834,en,Jessabelle,0.005780058503602276,2014-11-07,0.5684210526315789,617,"['Thriller', 'Horror']",A young woman recuperating at her father's run-down home after a tragic accident soon encounters a terrifying presence with a connection to her long-deceased mother.,0.19695002276979634,90.0,The dead are back for life.
3410,7512,en,Idiocracy,0.00565987790279353,2006-09-01,0.6631578947368421,1943,"['Adventure', 'Comedy', 'Science Fiction']","To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.",0.004158688897681072,84.0,"In the future, intelligence is extinct."
3411,829726,es,La Bruja,0.0052156809762749345,2020-09-20,0.21052631578947367,1,[],"An old alcoholic farmer loses his grandson and wife at the hands of a witch, remaining deeply drowned in his vices.",0.0,12.0,
3412,333669,en,Bastille Day,0.005680300749989788,2016-04-22,0.6631578947368421,1012,['Action'],"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",0.1208858217342328,92.0,With law comes disorder
3413,4141,en,Shoot 'Em Up,0.006561232408859117,2007-07-26,0.6842105263157894,1402,"['Action', 'Thriller', 'Comedy', 'Crime']","A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen.",0.22519286569108152,86.0,Just another family man making a living.
3414,246403,en,Tusk,0.006228575647797002,2014-09-06,0.5684210526315789,951,"['Comedy', 'Horror', 'Drama', 'Thriller']","When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.",0.01580236794126869,102.0,Let me tell you a story...
3415,440597,en,Wish Upon,0.006563588891227915,2017-07-07,0.5894736842105263,1051,"['Horror', 'Thriller', 'Fantasy']","A teenage girl discovers a box with magical powers, but those powers comes with a deadly price.",0.12007904265395189,90.0,Be careful what you wish for
3416,370567,en,Sherlock Gnomes,0.0051701223171448235,2018-03-15,0.5894736842105263,559,"['Animation', 'Family', 'Fantasy', 'Comedy', 'Adventure', 'Mystery']","Garden gnomes, Gnomeo & Juliet, recruit renown detective, Sherlock Gnomes, to investigate the mysterious disappearance of other garden ornaments.",0.759842166579662,86.0,They're on a mission to bring every gnome home.
3417,86825,en,Stoker,0.005677158773498055,2013-02-28,0.6947368421052631,1762,"['Drama', 'Horror', 'Thriller']","After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",0.1014052404267654,99.0,Innocence Ends.
3419,9604,en,Red Heat,0.006755249457223561,1988-06-17,0.6421052631578946,1040,"['Action', 'Crime']",A tough Russian policeman is forced to partner up with a cocky Chicago police detective when he is sent to Chicago to apprehend a Georgian drug lord who killed his partner and fled the country.,0.29382388985299324,104.0,Moscow's toughest detective. Chicago's craziest cop. There's only one thing worse than making them mad. Making them partners.
3420,258893,en,Scooby-Doo! WrestleMania Mystery,0.006757213192530892,2014-03-25,0.7684210526315789,221,"['Animation', 'Comedy', 'Family', 'Mystery']","The mystery begins when Shaggy and Scooby win tickets to ""WrestleMania"" and convince the crew to go with them to WWE City. But this city harbors a spooky secret - a ghastly Ghost Bear holds the town in his terrifying grip! To protect the coveted WWE Championship Title, the gang gets help from WWE Superstars like John Cena, Triple H, Sin Cara, Brodus Clay, AJ Lee, The Miz and Kane. Watch Scooby and the gang grapple with solving this case before it's too late.",0.0,84.0,
3422,10131,en,A Nightmare on Elm Street 4: The Dream Master,0.007717087010754985,1988-08-19,0.6210526315789474,954,"['Horror', 'Thriller']","Dream demon Freddy Krueger is resurrected from his apparent demise, and rapidly tracks down and kills the remainder of the Elm Street kids. However, Kristen, who can draw others into her dreams, wills her special ability to her friend Alice. Alice soon realizes that Freddy is taking advantage of that unknown power to pull a new group of children into his foul domain.",0.6087282836604617,94.0,Terror beyond your wildest dreams.
3423,479718,ko,범죄도시,0.006464616631738361,2017-10-03,0.8210526315789473,158,"['Crime', 'Action']","In Chinatown, law and order is turned upside down when a trio of feral Chinese gangsters arrive, start terrorizing civilians, and usurping territory. The beleaguered local gangsters team up with the police, lead by the badass loose cannon Ma Seok-do, to bring them down. Based on a true story.",0.4445517802665874,121.0,Kickstarting a plan to mop up the mob in one clean sweep!
3425,19898,en,Pandorum,0.00718687847777523,2009-09-08,0.6842105263157894,1770,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']","Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined.",0.1733685691572173,108.0,Don't fear the end of the world. Fear what happens next.
3426,271954,tr,Su ve Ateş,0.008664000175950683,2013-11-15,0.8315789473684211,97,"['Drama', 'Romance']","A pretty young girl falls for an enigmatic, shy man who sweeps her off her feet. She becomes pregnant but is not allowed to tell him. His advisers are adamant. Back home, they have set up a wedding with the daughter of an antagonistic family and marriage will put an end to the blood feud between them.",0.0,113.0,
3427,548473,en,Color Out of Space,0.005937157328188869,2019-09-07,0.631578947368421,852,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']","The Gardner family moves to a remote farmstead in rural New England to escape the hustle of the 21st century. They are busy adapting to their new life when a meteorite crashes into their front yard, melts into the earth, and infects both the land and the properties of space-time with a strange, otherworldly colour. To their horror, the family discovers this alien force is gradually mutating every life form that it touches—including them.",0.00859364807736992,111.0,
3428,9257,en,S.W.A.T.,0.008226479949477016,2003-08-08,0.6421052631578946,1873,"['Action', 'Thriller', 'Crime']","Hondo Harrelson recruits Jim Street to join an elite unit of the Los Angeles Police Department. Together they seek out more members, including tough Deke Kay and single mom Chris Sanchez. The team's first big assignment is to escort crime boss Alex Montel to prison. It seems routine, but when Montel offers a huge reward to anyone who can break him free, criminals of various stripes step up for the prize.",0.9793669491171502,117.0,You're either S.W.A.T. or you're not.
3429,522924,en,The Art of Racing in the Rain,0.007448840767773374,2019-08-08,0.8842105263157894,915,"['Comedy', 'Drama', 'Romance']","A family dog - with a near-human soul and a philosopher's mind - evaluates his life through the lessons learned by his human owner, a race-car driver.",0.28351445924466745,109.0,Meet the dog who will show the world how to be human
3430,285783,en,The Walk,0.006363287889880007,2015-09-30,0.7368421052631579,2620,"['Adventure', 'Drama', 'Thriller']",The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,0.5136990144092954,123.0,Dream High.
3431,699204,ja,Shippū! Konoha Gakuen Den!,0.00816364041964238,2008-02-06,0.49473684210526314,3,['Animation'],"In a Naruto Shippûden Alternate Universe, Sakura, Hinata and Ino tell the story of the new student in the prestigious academy ""Honoha Gakuen"", Naruto Uzumaki, whose dream is to become the leader of all the Yakuza gangs in the country.",0.0,9.0,
3432,188161,en,A Million Ways to Die in the West,0.009385476527864617,2014-05-22,0.631578947368421,3268,"['Comedy', 'Western']","As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",0.7255201516013862,116.0,Bring protection.
3433,527280,ja,あの頃、君を追いかけた,0.004566470083670834,2018-10-05,0.6,14,['Romance'],"Kosuke Mizushima is a high school student at a provincial city and enjoys a comfortable life. One day, due to Kosuke Mizushima's excessive joke, his class is interrupted. The teacher gets upset and makes model student Mai Hayase keep an eye on Kosuke Mizushima. Kosuke Mizushima and his 4 friends all had crushes on Mai when they were in middle school. Due to a small incident, Kosuke Mizushima and Mai Hayase get close.",0.0,114.0,
3434,393624,en,Official Secrets,0.005582113984623166,2019-08-30,0.7684210526315789,602,"['Thriller', 'History', 'Drama']",The true story of British intelligence whistleblower Katharine Gun who—prior to the 2003 Iraq invasion—leaked a top-secret NSA memo exposing a joint US-UK illegal spying operation against members of the UN Security Council. The memo proposed blackmailing member states into voting for war.,0.0,112.0,Nothing is more dangerous than the truth
3435,36593,en,Naked Gun 33⅓: The Final Insult,0.0072422558134420025,1994-03-18,0.6842105263157894,1450,"['Comedy', 'Crime']","Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he has to find out what top terrorist, Rocco, has planned for when he escapes. Adding to his problems, Frank's wife, Jane, is desperate for a baby.",0.4293221878571084,83.0,Mostly All New Jokes.
3436,470114,en,24 Hours To Live,0.006755249457223561,2017-10-26,0.6105263157894736,482,"['Action', 'Science Fiction', 'Thriller', 'Mystery']",An assassin seeks redemption after being given a second chance at life.,0.04874193160046891,94.0,Contracted to kill. Fighting to survive.
3438,2666,en,Dark City,0.008122401978188398,1998-02-27,0.7684210526315789,2042,"['Mystery', 'Science Fiction']","A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",0.22838071274071994,100.0,A world where the night never ends.
3439,22859,en,G.I. Joe: Valor vs. Venom,0.006720294968753043,2004-09-14,0.7894736842105263,6,"['Animation', 'Family']","G.I. Joe, perennial icon of American boyhood, gets a 21st-century update in a new CGI-animated children's series of thrilling military adventure. In this action-packed movie, as America's daring, highly trained special mission force, the G.I. Joe team faces its greatest threat yet from the evil Cobra Organization. Under the direction of Cobra Commander, DNA from the world's most ferocious animals",0.0,80.0,
3440,257447,en,Tapped Out,0.004995742621853703,2014-05-27,0.6210526315789474,43,"['Action', 'Drama']","A disgruntled teenager, sent to do community service at a rundown Karate school, enters an MMA tournament to face the man who killed his parents.",0.0,105.0,He lost everything... except the will to fight
3441,115,en,The Big Lebowski,0.007590229709901308,1998-03-06,0.8315789473684211,8817,"['Comedy', 'Crime']","Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",0.3925083919281186,117.0,Times like these call for a Big Lebowski.
3442,533715,ru,Большое путешествие,0.006693980915634787,2019-04-27,0.7578947368421053,45,"['Animation', 'Comedy', 'Adventure', 'Family']","A goofy stork mistakenly delivers a baby panda to the wrong door. A bear, a moose, a tiger and a rabbit set on an arduous but fun-filled adventure through the wilderness to return the panda to its rightful home.",0.0,84.0,Big dreams. Big travel. Big trouble!
3443,449132,ja,君の膵臓をたべたい,0.006643316544705612,2017-07-28,0.7157894736842104,66,"['Drama', 'Romance']","I (Takumi Kitamura) am a high school student. I happen to find a diary by my classmate Sakura Yamauchi (Minami Hamabe) that reveals she is suffering from a pancreatic disease. I spent time with Sakura, but she dies.  12 years later, due to Sakura’s words, I (Shun Oguri) am now a high school teacher at the same school where I graduated from. While I talk with my student, I remember several months I spent with Sakura. Meanwhile, Kyoko (Keiko Kitagawa), who was Sakura’s friend, is soon to marry. Kyoko also recalls the days she spent with me and Sakura.",0.0,115.0,
3444,652837,ja,ジョゼと虎と魚たち,0.005785556962462806,2020-12-25,0.9157894736842104,135,"['Animation', 'Drama', 'Romance']","With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.",0.0,98.0,Together they can fly.
3445,1878,en,Fear and Loathing in Las Vegas,0.0067049778333558505,1998-05-22,0.7578947368421053,3511,"['Adventure', 'Drama', 'Comedy']","Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.",0.08967428234167914,118.0,"Buy the ticket, take the ride"
3446,740985,en,Borat Subsequent Moviefilm,0.008039139601157503,2020-10-23,0.6842105263157894,1738,['Comedy'],"14 years after making a film about his journey across the USA, Borat risks life and limb when he returns to the United States with his young daughter, and reveals more about the culture, the COVID-19 pandemic, and the political elections.",0.0,96.0,Delivery of prodigious bribe to American regime for make benefit once glorious nation of Kazakhstan.
3447,466622,en,The Rhythm Section,0.006303197589475635,2020-01-31,0.5789473684210527,426,"['Action', 'Thriller']","Blake Lively stars as Stephanie Patrick, a woman on a path of self-destruction after her family is tragically killed in a plane crash. When she discovers the wreck was no accident, Stephanie enters the dark, complex world of international espionage seeking vengeance. Her search leads to Iain Boyd (Jude Law), a former MI6 agent who trains her to hunt down those responsible. With nothing left to lose, Stephanie transforms from victim to assassin and discovers that neither revenge nor the truth are what they appear in this action-packed thriller from the producers of James Bond.",0.0,109.0,Witness The Birth Of An Assassin
3448,203833,en,The Book Thief,0.00664685126825881,2013-11-08,0.7894736842105263,3668,['Drama'],"While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refugee is being sheltered by her adoptive parents.",0.643038023318038,131.0,Courage beyond words.
3449,855420,en,Rick et Morty vs Genocider,0.005701901838370445,2020-07-25,0.3684210526315789,2,[],"Rick leaves Morty at the Citadel of Ricks, and heads for Tokyo. The Citadel, under the control of Evil Morty, tell Morty that Rick is being hunted by a group called the ""Genociders"". They are destroying life by changing memories, with the intention that only Rick will be left at the end. However, the Genociders are really the Citadel themselves, who are hunting Rick. Meanwhile Morty travels to Tokyo to find Rick.",0.0,8.0,NOTHING WEIRD HAPPENS.
3450,43949,en,Flipped,0.007725334699045782,2010-08-06,0.8210526315789473,1871,"['Romance', 'Drama']","When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",0.014737202596141329,89.0,You never forget your first love.
3451,13597,en,Labyrinth,0.005072721045901134,1986-06-27,0.7684210526315789,1760,"['Adventure', 'Family', 'Fantasy']","When teen Sarah is forced to babysit Toby, her baby stepbrother, she summons Jareth the Goblin King to take him away. When he is actually kidnapped, Sarah is given just thirteen hours to solve a labyrinth and rescue him.",0.10688359346965702,102.0,Where everything seems possible and nothing is what it seems.
3452,9482,en,Judge Dredd,0.0081165107722664,1995-06-30,0.6,1804,['Science Fiction'],"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",0.952919888217672,96.0,"In the future, one man is the law."
3453,554585,es,Sin origen,0.005511419513559199,2020-10-25,0.5894736842105263,44,"['Thriller', 'Horror']",A group of arcanes enjoy fighting vampires.,0.0,93.0,
3455,9336,en,Police Academy,0.008213519296448623,1984-03-22,0.6947368421052631,1914,"['Comedy', 'Crime']","New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",0.6817663914447968,97.0,What an Institution!
3456,564082,en,30 Miles from Nowhere,0.007061199418105953,2018-11-24,0.47368421052631576,35,"['Horror', 'Comedy']","When five college pals return to rural Wisconsin for their estranged friend's funeral, what begins as an uneasy reunion becomes a terrifying fight for survival.",0.0,83.0,The fight for survival begins
3457,39020,es,La venganza del sexo,0.005322900924055286,1969-01-01,0.5473684210526316,13,"['Horror', 'Science Fiction']",A doctor kidnaps young couples and performs bizarre experiments on them.,0.0,87.0,
3459,783658,lv,Duna,0.0045971043544652205,2018-09-09,0.21052631578947367,1,"['Mystery', 'Drama']",A young woman gets flashbacks from her previous lives - flashbacks of how she died. Is her fate doomed to repeat itself again?,0.0,14.0,
3461,645488,en,Aquaman: Heroines of Atlantis,0.006431625878575176,2019-03-26,0.7999999999999999,15,['Documentary'],Amber Heard and Nicole Kidman discuss their characters Mera and Atlanna.,0.0,6.0,
3462,471666,en,Resident Evil: Keeper's Diary,0.00533703981826808,2014-01-06,0.9157894736842104,6,['Horror'],A researcher in Umbrella labs leaves behind a disturbing video diary.,0.0,6.0,
3463,460321,en,Close,0.00534803673598914,2019-01-18,0.6105263157894736,658,"['Action', 'Thriller']","A counter-terrorism expert takes a job protecting a young heiress. After an attempted kidnapping puts both of their lives in danger, they must flee.",0.0,95.0,Trained to protect. Born to survive.
3465,594767,en,Shazam! Fury of the Gods,0.006552199226445388,2023-06-01,0.0,0,"['Comedy', 'Action', 'Fantasy']",The further adventures of crime-fighting superhero Shazam.,0.0,0.0,
3466,16237,en,Teen Titans: Trouble in Tokyo,0.006931985634883479,2006-09-15,0.8210526315789473,251,"['Action', 'Animation', 'Family', 'Science Fiction', 'TV Movie']","America's coolest heroes, the Teen Titans, go to Tokyo to track down the mysterious Japanese criminal Brushogun.",0.0,75.0,The Titans go ninja on the notorious villain Brushogun in their awesome first feature-length movie.
3467,244478,ja,Another Gantz,0.004288797911214028,2011-04-22,0.7684210526315789,34,"['Action', 'Science Fiction', 'Mystery']","Before finding out the Perfect Answer, discover Another Gantz. Aired on Nippon Television network before the theatrical release of Gantz: The Perfect Answer, this film is an alternate perspective version of the first Gantz film from the same writing-directing team of the two-part theatrical film. In addition to condensed scenes from the Gantz film, Another Gantz features a new subplot that follows an investigative journalist not included in the theatrical film. Delving deep into the mystery, Another Gantz offers another piece towards solving the complex puzzle that is the world of Gantz.",0.0,130.0,
3468,1977,en,The Grudge 3,0.006441051808050371,2009-05-12,0.5789473684210527,448,"['Mystery', 'Horror', 'Thriller']","Jake Kimble, the sole survivor of the Chicago massacre, is killed while in solitary confinement. His doctor begins investigating the claims he made about a long-haired woman in white, as a mysterious Japanese woman arrives at his old apartment building to help them get rid of the curse.",0.32417937256117213,90.0,You can't escape the curse.
3470,462650,en,Puss in Book: Trapped in an Epic Tale,0.005952867210647528,2017-06-16,0.6842105263157894,152,"['Family', 'Fantasy', 'Animation', 'Comedy', 'Adventure']","After tumbling into a magic storybook, Puss in Boots must fight, dance and romance his way through wild adventures as he searches for an escape.",0.0,23.0,
3473,199373,en,The Frozen Ground,0.00634286504268375,2013-07-11,0.6631578947368421,1135,"['Thriller', 'Crime']",An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.,0.0461537868633884,105.0,The hunter becomes the hunted
3474,425505,en,Kin,0.00605223221719855,2018-08-29,0.6526315789473685,645,"['Science Fiction', 'Action']","A young boy finds a powerful otherworldly weapon, which he uses to save his older adoptive brother from a crew of thugs. Before long, the two of them are also pursued by federal agents and mysterious mercenaries aiming to reclaim their asset.",0.08415692031112011,102.0,All He Needed Was a Way Out
3476,9070,en,Mighty Morphin Power Rangers: The Movie,0.006240750806702463,1995-06-30,0.6,498,"['Family', 'Action', 'Adventure', 'Science Fiction', 'Fantasy']","Power up with six incredible teens who out-maneuver and defeat evil everywhere as the Mighty Morphin Power Ranger, But this time the Power Rangers may have met their match, when they face off with the most sinister monster the galaxy has ever seen.",0.5541526444357306,92.0,The Power Is On!
3477,24100,en,The Little Vampire,0.006732077380597038,2000-10-27,0.7157894736842104,312,"['Family', 'Adventure', 'Comedy', 'Fantasy']","Based on the popular books, the story tells of Tony who wants a friend to add some adventure to his life. What he gets is Rudolph, a vampire kid with a good appetite. The two end up inseparable, but their fun is cut short when all the hopes of the vampire race could be gone forever in single night. With Tony's access to the daytime world, he helps them to find what they've always wanted.",0.2348084552073128,95.0,"They're not just best friends, they're blood brothers."
3478,10147,en,Bad Santa,0.005887278451382627,2003-11-26,0.6842105263157894,1597,"['Drama', 'Comedy', 'Crime']",A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid.,0.6422200016560768,92.0,He doesn't care if you're naughty or nice.
3479,255798,en,Burying the Ex,0.005162267375915493,2014-09-04,0.5789473684210527,357,"['Comedy', 'Horror']","Before horror enthusiast Max can break things off with his girlfriend Evelyn she dies in a bus accident. In time, Max meets another woman only to have Evelyn resurface as a zombie ready to resume their relationship.",0.0,89.0,Some relationships just won't die.
3480,609197,ja,劇場版NARUTO －ナルト－ そよ風伝 ナルトと魔神と3つのお願いだってばよ！！,0.00565987790279353,2010-07-31,0.8105263157894737,9,"['Animation', 'Action', 'Comedy']","Naruto discovers a genie's bottle while he and the gang are at a genin grill party. When everyone finds out about the genie's ability to grant wishes, the ultimate chase begins.",0.0,14.0,
3481,529149,en,Darlin',0.0071220752126332585,2020-07-10,0.6210526315789474,57,"['Horror', 'Mystery']","Found at a Catholic hospital filthy and ferocious, feral teenager Darlin’ is whisked off to a care home run by The Bishop and his obedient nuns, where she’s to be rehabilitated into a ""good girl"" as an example of the miraculous work of the church. But Darlin’ holds a secret darker than the ""sins"" she is threatened with, and she is not traveling alone. The Woman who raised her, equally fierce and feral, is ever present in the shadows of Darlin’s psyche and is determined to come for her no matter who tries to get in her way.",0.0,101.0,Don't mess with mother's nature.
3482,11451,en,Herbie Fully Loaded,0.007810168064322543,2005-06-22,0.5894736842105263,1822,"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']","Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",0.5541694705251162,100.0,Start your engines...
3483,384737,en,Precious Cargo,0.0073208052257353,2016-07-15,0.5473684210526316,212,"['Action', 'Crime', 'Thriller']","After a botched heist, Eddie  a murderous crime boss, hunts down the seductive thief Karen who failed him. In order to win back Eddie’s trust, Karen recruits her ex-lover and premier thief Jack to steal a cargo of rare precious gems. But when the job goes down, allegiances are betrayed and lines are crossed as Jack, Karen, and Eddie face off in a fateful showdown.",0.0008451583490341851,99.0,Never steal from a thief
3484,138038,en,Girl vs. Monster,0.005846432756990112,2012-10-12,0.6736842105263158,227,"['Family', 'Comedy', 'Science Fiction', 'TV Movie']",Skylar finds out that her parents are monster hunters after she accidentally releases some monsters from a secret containment chamber; so she and her techno friends must recapture all the monsters and also save her mom and dad from these monsters who are out for revenge.,0.0,89.0,Face Your Fears
3485,41283,en,Faster,0.006827514916533392,2010-11-23,0.6631578947368421,1433,"['Crime', 'Drama', 'Action', 'Thriller']","After 10 years in prison, Driver is now a free man with a single focus - hunting down the people responsible for brutally murdering his brother.",0.19379999244001456,98.0,Slow justice is no justice
3486,874104,en,A StoryBots Space Adventure,0.007226545930983343,2021-11-09,0.0,0,"['Animation', 'Family']",Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.,0.0,12.0,
3488,615643,en,Minari,0.007814095534937206,2021-02-12,0.7789473684210526,875,['Drama'],"A Korean-American family moves to Arkansas in search of their own American Dream. With the arrival of their sly, foul-mouthed, but incredibly loving grandmother, the stability of their relationships is challenged even more in this new life in the rugged Ozarks, testing the undeniable resilience of family and what really makes a home.",0.10819494532520105,115.0,
3489,459992,en,Long Shot,0.008128293184110395,2019-05-02,0.7157894736842104,2027,"['Comedy', 'Romance']","Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter—much to the dismay of her trusted advisers.",0.0,125.0,Unlikely but not impossible.
3490,355111,en,Barbie in Rock 'N Royals,0.006532954620433528,2015-08-12,0.7368421052631579,214,"['Animation', 'Music', 'Family']","When royal Princess Courtney trades places with famous rock star Erika, two worlds collide while both learn to appreciate new friends and experiences.",0.0,84.0,
3494,11459,en,Sky High,0.008237869614259544,2005-07-29,0.6526315789473685,1834,"['Adventure', 'Comedy', 'Family']","Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",0.7251827482071945,100.0,Saving The World... One Homework Assignment At A Time.
3495,401146,ja,四月は君の嘘,0.00569011942652645,2016-09-10,0.7368421052631579,37,"['Drama', 'Music', 'Romance']","Arima Kousei won numerous piano competitions while under the strict watch of his mother. He was known as the human metronome during that time. Since the death of his mother, Kousei has been unable to hear the sound of his piano. He then meets Miyazono Kaori through childhood friend Sawabe Tsubaki. Kaori plays the violin and has a free sprit. Since meeting her, Kousei is able to face the piano again. Meanwhile, Kaori holds a secret.",0.0,122.0,
3497,2334,fr,Taxi 3,0.0059383355693732685,2003-01-29,0.6,1126,"['Action', 'Comedy']","A gang of thieves calling themselves the Santa Claus Gang are wreaking havoc, and the police can't keep up. Police Captain Gilbert is distracted by a Chinese reporter writing a story on his squad, and taxi driver Daniel is in the midst of a relationship crisis. After a string of mistakes in which the thieves outsmart the police time and time again, Daniel and his super-taxi pitch in.",0.5499310760054106,82.0,No speed limits the next 90 min.
3498,473309,en,Apostasy,0.006621322709263489,2017-09-29,0.7157894736842104,41,['Drama'],"A faithful Jehovah's Witness is forced to shun her own sister because of a religious transgression. As the separation draws out, she starts to question the meaning of God's love.",0.0,94.0,
3499,221731,ja,るろうに剣心 京都大火編,0.006037700575924289,2014-08-01,0.8105263157894737,374,"['Action', 'Adventure', 'Drama', 'Fantasy']","Kenshin has settled into his new life with Kaoru and his other friends when he is approached with a request from the Meiji government. Makoto Shishio, a former assassin like Kenshin, was betrayed, set on fire and left for dead. He survived, and is now in Kyoto, plotting with his gathered warriors to overthrow the new government. Against Kaoru's wishes, Kenshin reluctantly agrees to go to Kyoto and help keep his country from falling back into civil war.",0.0,138.0,Fate Hangs On His Sword
3500,289,en,Casablanca,0.00640884654901012,1942-11-26,0.863157894736842,3961,"['Drama', 'Romance']","In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",0.08784578852134595,102.0,They had a date with fate in Casablanca!
3502,93127,es,Cristiano de la Secreta,0.005250242717683986,2009-01-01,0.8315789473684211,10,['Comedy'],The live of a Christian man who wants to have another experience.,0.0,0.0,
